"hour_id","4850303_0_cu_ul_flow_mbyte","4850303_0_ct_ul_flow_mbyte","4850303_0_cu_dl_flow_mbyte","4850303_0_ct_dl_flow_mbyte","4850303_1_cu_ul_flow_mbyte","4850303_1_ct_ul_flow_mbyte","4850303_1_cu_dl_flow_mbyte","4850303_1_ct_dl_flow_mbyte","4850303_2_cu_ul_flow_mbyte","4850303_2_ct_ul_flow_mbyte","4850303_2_cu_dl_flow_mbyte","4850303_2_ct_dl_flow_mbyte","4850319_0_cu_ul_flow_mbyte","4850319_0_ct_ul_flow_mbyte","4850319_0_cu_dl_flow_mbyte","4850319_0_ct_dl_flow_mbyte","4850319_1_cu_ul_flow_mbyte","4850319_1_ct_ul_flow_mbyte","4850319_1_cu_dl_flow_mbyte","4850319_1_ct_dl_flow_mbyte","4850319_2_cu_ul_flow_mbyte","4850319_2_ct_ul_flow_mbyte","4850319_2_cu_dl_flow_mbyte","4850319_2_ct_dl_flow_mbyte","4850319_6_cu_ul_flow_mbyte","4850319_6_ct_ul_flow_mbyte","4850319_6_cu_dl_flow_mbyte","4850319_6_ct_dl_flow_mbyte","4850319_7_cu_ul_flow_mbyte","4850319_7_ct_ul_flow_mbyte","4850319_7_cu_dl_flow_mbyte","4850319_7_ct_dl_flow_mbyte","4850319_8_cu_ul_flow_mbyte","4850319_8_ct_ul_flow_mbyte","4850319_8_cu_dl_flow_mbyte","4850319_8_ct_dl_flow_mbyte","4857676_129_cu_ul_flow_mbyte","4857676_129_ct_ul_flow_mbyte","4857676_129_cu_dl_flow_mbyte","4857676_129_ct_dl_flow_mbyte"
"2023020500","773.77646","103.96412","4802.89035","1568.65536","187.53693","61.04774","1610.66221","455.86158","438.48938","159.51304","7728.37367","1309.42405","345.28496","66.76884","3003.54402","739.4655","195.10863","83.67102","1553.0004","1438.32722","354.7645","39.76799","2476.52528","326.49406","504.85186","54.4367","6552.69356","522.09161","462.26973","306.77739","4681.38497","1307.75445","1289.94508","201.50712","9532.82143","3053.24569","18.40378","64.29884","524.70869","178.45789"
"2023020501","733.35388","104.07387","5227.19036","1392.19818","296.04834","51.11311","2340.66173","589.10564","272.69387","115.11461","5199.08494","1344.53451","225.45952","118.65205","2205.81178","658.37659","132.10774","213.33633","1079.54732","1141.00471","163.20059","78.88109","1801.32905","1065.48051","1104.71616","98.15161","4873.64194","814.01898","409.13314","143.15306","4496.88114","1840.08811","2000.67788","277.73186","10357.45064","2466.79648","11.21951","28.68061","291.38407","65.56731"
"2023020502","957.51465","457.14177","6588.03967","2714.90945","279.16629","294.40079","3688.8071","799.00631","220.69822","148.84479","3237.7615","903.8013","465.02187","619.62485","1864.91852","552.98138","133.87422","219.9521","1057.23419","499.2627","279.38712","100.02134","2062.46287","808.68989","425.99759","39.72772","4425.13082","553.6721","888.09344","256.82172","6491.90462","1769.88227","1097.38908","274.93856","10189.5939","3638.86017","18.95997","35.33094","171.69008","302.79422"
"2023020503","1111.63455","300.15902","5561.36287","2186.25565","241.1228","218.34447","4372.48058","1056.76379","347.7756","83.52874","1088.46201","1062.17314","118.86976","238.72565","1527.10906","672.30858","262.87575","90.15031","1176.64813","750.8279","584.55931","135.57812","2090.52853","1026.41351","349.6266","98.17564","4233.71965","593.1778","1097.59637","199.91028","7290.49439","3294.8694","1188.17682","346.3572","9103.52252","4300.90504","9.8366","27.01132","45.96699","107.25909"
"2023020504","945.06835","647.7191","4653.33888","3111.03244","356.23976","119.37815","3818.574","830.56793","489.50482","313.5518","1728.74161","1757.77636","276.07893","104.86695","845.81782","411.20565","231.83885","219.94602","2715.30059","2528.85544","624.3451","108.58432","1281.31569","984.68916","478.34561","130.53726","2770.13778","570.48047","623.86983","276.45902","4497.44614","3231.21467","1128.39079","197.35534","9367.56256","3936.19284","0.03433","0.6423","0.14218","1.44253"
"2023020505","999.0063","1345.84125","6573.29612","2230.76149","345.79763","306.02536","5736.36607","1595.11047","306.60511","351.60265","2363.54623","1042.00266","324.78928","36.78384","1001.48353","452.83793","344.25842","189.2802","2197.12325","2580.74515","337.34998","85.55958","1702.75731","897.73232","478.00854","29.34748","2443.20157","386.52784","685.70127","493.28001","5455.34374","2317.7811","954.42106","808.3998","9906.82554","4140.18163","0","0.00304","0","0.00333"
"2023020506","457.68935","315.77699","4757.74561","1973.05373","974.61908","158.51006","3518.83545","1267.69506","281.73389","66.39311","2033.91802","399.04064","645.82897","242.98282","6127.00274","1159.81559","252.32503","135.13656","1948.08802","1404.50447","365.42107","65.80888","2435.77103","905.62755","777.66443","27.84834","2681.70378","200.05252","536.26939","108.50314","4162.46963","1401.35651","1113.4722","696.33039","10016.19491","4353.35919","0","0.05702","0","0.05718"
"2023020507","340.30373","139.48817","4026.01553","2180.84886","554.12028","75.20539","1923.7783","819.17747","438.17259","26.58454","2075.33837","540.40756","215.85864","456.90952","3516.31846","986.73594","66.09446","110.40021","941.04609","1218.82415","88.35769","42.80195","2371.83757","834.52138","434.9395","12.9496","3009.30487","322.10448","178.58275","162.4961","3440.1877","1316.54703","540.2519","77.99311","11642.01525","2202.54116","0","0","0","0"
"2023020508","193.01877","43.54514","2774.16551","1173.12724","58.529","31.26722","934.69518","897.55111","114.16444","16.31104","603.62618","344.0198","30.477","51.61864","813.16219","250.81602","191.91634","23.1292","830.46744","329.84509","77.51551","18.09353","1331.62085","654.12705","236.35533","8.8629","1980.6626","41.44641","136.67585","47.95295","2998.32355","907.72831","211.15383","181.32043","3064.61361","1317.64549","0","0","0","0"
"2023020509","68.06255","70.45513","1327.76739","650.63538","22.96607","48.9407","158.84296","907.6414","40.816","26.69151","337.82449","459.61424","45.64905","20.57672","1402.49839","731.37257","87.07914","10.82864","965.91473","522.51014","190.46292","9.84668","2071.47689","223.29903","57.17169","21.21798","2850.88923","389.56517","129.18597","21.64125","2693.63453","613.98263","189.62409","117.69921","3804.04066","1475.15409","0","0","0","0"
"2023020510","69.48218","22.24099","845.44925","372.36663","34.12044","12.4391","611.25862","257.50376","24.86698","5.38421","441.26537","35.48796","72.24934","38.42151","450.47635","361.61878","62.55346","51.7585","1402.35516","252.03176","81.20233","0.40009","1247.87503","0.476","33.30435","3.10937","630.81206","24.69813","125.76347","8.86726","1450.49778","345.84236","169.25009","18.09752","3680.62564","950.03516","0","0","0","0"
"2023020511","5.16206","2.27856","54.1884","3.29339","21.18233","7.13085","91.868","19.22234","9.51674","4.19435","72.90159","61.91735","63.48245","25.10522","267.67293","139.22365","15.95177","104.36984","222.17287","427.25966","7.60195","2.40851","252.68809","3.43361","21.90876","1.76848","515.12629","1.9105","73.51759","3.62111","1481.16976","16.20235","66.47132","38.94627","1698.65226","868.71248","0","0","0","0"
"2023020512","0","0","0","0","6.67423","4.4334","25.1968","63.17229","3.30495","0.19873","5.86045","0.48993","33.94795","21.09551","304.83754","123.37117","4.50181","85.60022","67.71345","91.23461","14.58083","1.48109","72.23308","4.64766","15.58966","2.81298","54.10254","99.9076","90.62694","17.5532","1122.88882","324.1143","65.46604","5.71297","1193.34217","30.69518","0","0","0","0"
"2023020513","0","0","0","0","0","0","0","0","25.86368","10.42862","715.94876","249.59093","21.7458","2.58922","342.34643","23.62485","8.80474","115.49264","169.63937","388.79591","29.89479","3.28446","322.70577","29.82118","8.04932","1.08654","32.98917","1.14584","82.5533","14.80139","354.11789","558.96583","59.71917","36.90175","938.73879","449.36124","0","0","0","0"
"2023020514","26.04361","31.60502","447.31385","2101.74328","33.99966","7.95735","540.98085","143.40932","38.06389","5.45216","625.6099","61.83704","23.41768","6.00578","225.37998","176.79948","15.62889","117.59807","267.65374","349.00801","15.54266","11.11401","201.90595","352.92678","19.07185","2.54106","725.32902","12.2881","84.59611","21.66408","426.15009","513.20298","39.63295","18.98988","450.59475","348.55985","0","0","0","0"
"2023020515","123.72306","65.59649","2026.19489","2293.80393","43.71701","26.21411","811.82552","377.14561","73.06215","17.25584","1510.49804","227.15924","56.2397","24.80809","668.80323","803.37548","33.40146","102.75572","824.92455","292.81854","18.06326","19.29496","335.83688","583.62912","69.83655","20.12257","1978.67211","341.62466","156.23456","14.02193","1704.25579","197.70904","399.67607","39.09953","3593.80457","1053.2078","0","0","0","0"
"2023020516","185.69756","82.66255","2456.03771","1269.27242","161.05834","27.70156","2181.16267","550.12095","137.21255","60.241","1707.17669","1266.73631","79.0161","30.27497","2224.96826","679.09427","159.31633","31.59684","1654.187","571.53618","137.61056","28.48854","541.54428","1540.73146","144.7835","44.59775","2530.76696","161.11218","250.58377","15.20424","2553.87802","80.28276","659.74307","105.89543","6351.95592","2043.54189","0.86016","0.25486","0.8026","0.66735"
"2023020517","573.9169","146.5522","5163.43943","1039.71921","204.82691","77.5462","6436.01695","2622.10163","281.51023","59.02703","1816.69371","977.42607","102.42483","73.72575","1214.52143","2049.97007","339.05768","70.31575","2057.44333","723.32374","345.15015","69.51951","2814.7473","938.48645","146.65582","47.79851","1368.83345","325.20441","358.68556","218.76891","4131.97953","1271.31829","1065.66868","228.384","6300.50468","2695.41587","1.88066","15.24554","2.29629","945.38351"
"2023020518","523.25712","62.06831","6699.96838","664.49792","331.75178","79.60213","2754.23798","943.83264","227.79492","96.1096","2032.88455","719.92845","167.88579","78.56391","2789.69481","1042.65166","292.7187","91.47618","2448.9907","889.85714","132.49724","67.95799","1398.37534","1906.26074","176.99534","48.19466","1801.94163","306.08409","250.77652","189.37744","3609.38775","2544.53143","1090.96489","284.59221","11772.0898","3646.5321","2.04504","19.2395","11.71838","501.50606"
"2023020519","1049.77522","111.01626","6774.27491","1478.66333","545.59496","82.36147","2994.06054","1362.62653","301.42186","257.9475","3187.56818","1557.94694","221.32","171.24286","1819.22337","3388.40087","452.77301","143.76963","2658.94781","2645.76149","153.82805","53.67882","1656.87196","1826.05346","281.99183","69.99927","3051.35493","658.10645","513.70087","426.16525","6968.17468","2160.88301","1020.74648","430.97474","12193.94334","3303.80322","0.63159","14.11891","2.01999","481.68255"
"2023020520","440.8105","131.01","6202.81233","1606.54142","302.50562","89.30039","4438.986","764.71","235.35733","979.9835","2484.71974","1517.66077","352.61813","102.48328","2966.40242","1274.61199","293.19506","211.90063","2202.75018","1795.74966","314.50064","52.16479","1437.10208","934.30958","250.56218","41.1006","2512.79304","443.61819","514.29363","295.68657","7335.64783","2744.81018","1059.68905","317.52309","7949.53025","3926.09704","48.47078","11.54635","60.81475","160.50466"
"2023020521","334.09635","150.23552","3256.27593","2066.64072","997.86117","98.82443","3025.02604","736.99504","465.53176","173.9838","3798.67301","1767.24597","446.89658","355.76248","2884.63633","2307.8021","306.88429","78.89079","3050.23194","1074.81745","396.08933","51.07344","2585.88255","757.53632","155.46024","29.80735","1799.66376","594.16709","441.65319","440.99086","5991.99794","1979.95406","1357.30649","275.30495","8823.88596","3249.21027","1.09839","16.26529","2.83635","313.39282"
"2023020522","573.40267","173.43277","3888.47995","2438.61902","197.63314","119.83317","1525.44741","493.06535","470.634","143.41979","3522.96","601.07261","439.81131","187.5786","2569.19127","847.5769","409.17024","155.84684","3108.3816","1263.92476","438.03109","24.53606","2526.56637","615.09151","465.44043","48.33538","2337.63222","761.2631","571.6192","204.89239","4512.02022","2065.06536","1863.8498","287.28845","17053.59976","3228.3177","1.11217","111.35348","12.52509","294.58478"
"2023020523","1128.7911","373.7915","7749.67122","2742.84364","176.55357","134.02607","2370.43013","619.90826","355.27594","108.81713","3253.38952","1972.42084","314.16317","85.93158","3030.88521","1176.70873","238.69625","113.57642","2816.06198","1553.91162","885.57808","37.4073","2737.75362","511.7233","219.81088","59.72789","2385.03438","505.00662","496.60206","825.91404","4356.76401","3374.45133","2808.90749","553.26996","14185.44661","3441.39042","1.8852","23.91238","41.14829","133.25641"
"2023020600","1190.52286","694.49919","7262.01826","3154.72449","264.80844","74.18306","2606.06357","681.79659","277.05735","165.42332","3243.22065","2241.88905","645.28279","209.10018","4437.59645","2408.41421","476.94785","119.35943","4048.38615","1977.22487","383.55185","33.86242","2175.02678","362.52239","669.55146","64.6196","3933.22063","724.73383","700.43089","829.8381","3468.90257","2374.57105","1858.89514","324.37982","9289.60965","3401.28401","2.77054","190.19642","61.7079","1044.93806"
"2023020601","452.20787","182.26382","7606.35147","2503.31646","210.65961","111.22887","3538.70822","510.56506","713.42204","164.64975","3566.92794","1118.69716","687.25083","116.68318","4930.59779","2687.30949","307.68787","152.6933","4514.38549","2025.32744","242.23453","60.93318","3549.51459","446.76093","366.94134","146.51325","4008.34223","728.0408","846.39088","237.9968","6786.67933","1863.11423","1210.47635","259.73538","10754.37263","2343.95659","8.91405","695.7499","127.99375","133.94742"
"2023020602","1410.4988","338.20384","7777.2868","2364.66936","202.22371","64.61415","2780.38105","1641.77048","294.56093","160.58105","3110.85593","2569.08158","238.31359","195.04892","2406.63863","2351.95805","737.05099","458.06437","3164.41534","2019.54526","459.61059","57.88064","2765.34305","577.00115","751.06864","106.92133","2979.66905","378.04277","888.07604","225.66583","7115.44357","2673.86774","1935.43673","374.35964","9109.30732","2882.71158","8.32715","458.16282","55.76514","479.2883"
"2023020603","802.52142","873.86058","5867.01555","1723.66659","314.00956","132.30031","3275.19659","402.97185","321.85973","248.835","3058.94096","1734.9237","269.98983","155.23351","2612.67769","1604.82712","1183.67674","990.43723","5854.97828","2522.51958","757.52341","72.16381","2578.3136","396.4321","997.47259","99.36721","3239.12059","548.43982","955.72337","270.37368","6893.99891","2482.54274","2252.46636","347.04379","11809.0717","2441.51346","0.01242","0.28176","0.06594","0.27384"
"2023020604","597.26476","166.18225","4239.90303","1889.65724","257.65676","149.26973","2211.30172","574.82065","559.64658","99.99366","4587.52446","1502.17742","165.65635","120.57686","2392.76374","1389.11659","1912.46768","902.09633","4314.42405","3682.6445","121.26525","130.68401","2234.79749","1135.69289","654.35062","107.98434","4474.05175","423.0126","838.03882","318.39913","5735.65754","3459.8742","1938.46458","284.71961","10613.54881","3467.36027","0.44815","0","5.53246","0"
"2023020605","568.20032","108.32717","6107.06568","617.42842","320.72589","630.32099","1898.16317","1081.04204","302.37695","69.28715","3360.83854","825.30927","222.97138","80.37986","947.53058","990.45152","685.09337","322.06522","4114.53386","3678.30593","392.32488","56.03787","1772.89776","1012.16301","686.86528","80.99358","2443.63718","562.49027","1134.21258","678.09465","3631.23611","3389.70195","1915.69451","862.33066","11903.3587","5443.08805","6e-05","0.01731","0","0.0167"
"2023020606","991.67664","94.88833","6473.48376","2686.1475","414.59944","336.18467","2860.08817","1625.54445","624.21454","47.89932","3391.5139","482.60134","648.57749","192.07955","2189.9416","1985.1717","597.91715","160.95453","4673.384","2140.17041","772.5598","87.08223","2296.04341","1511.80398","269.09056","22.66727","1944.83219","260.42189","376.83462","849.74874","4140.14267","3909.22899","1604.69522","528.59896","8372.09549","3293.66547","0","0","0","0"
"2023020607","427.04573","118.14542","4498.23812","2428.34001","113.59238","59.92371","1527.53679","898.38995","164.23722","112.14139","3285.95757","963.76185","277.29148","57.10953","4148.89613","1212.97135","251.09316","86.93186","2470.68324","1262.52767","323.80642","73.83194","3352.16385","1071.53218","364.56131","22.43631","3091.97149","794.19535","472.25299","86.63486","5509.11617","1629.5524","2049.03166","633.03209","7580.34935","4081.46129","0","0","0","0"
"2023020608","183.51588","85.26608","2533.83123","2310.30465","86.2883","33.60159","6218.59185","854.19264","92.65732","125.07683","1245.93205","1185.11114","391.12056","85.6901","2519.28607","738.15671","118.15281","24.64032","2639.32631","1397.80614","69.69867","23.47696","811.4838","421.72426","73.97153","4.1161","1280.09037","35.33076","446.52265","35.70982","2650.88815","876.58216","1890.92389","229.1507","4276.7891","3001.2057","0","0","0","0"
"2023020609","104.22276","33.97085","1243.36965","707.25842","29.51376","24.47432","1519.96288","838.19708","21.26521","179.39075","275.48634","230.87697","248.6935","16.19346","1287.02462","219.03974","96.93394","10.93826","1175.72365","1425.37887","26.7676","30.71021","771.47088","129.12115","46.19624","6.27991","532.94921","9.99571","942.42796","87.95723","1768.35598","1311.02545","1708.38541","75.56391","2445.78993","1193.66627","0","0","0","0"
"2023020610","60.20775","25.10351","1122.53225","606.66607","12.34636","10.90187","85.35445","1146.47235","23.98027","2.98287","277.45185","29.63997","242.26933","4.08449","761.64214","98.00133","27.31999","3.32603","937.83806","95.32818","25.84541","15.66407","1121.18918","131.95005","12.86349","3.95937","164.35495","55.23321","1568.66384","44.64097","3080.62989","1253.15566","79.178","43.11198","1248.20138","2313.66919","0","0","0","0"
"2023020611","50.05029","6.04171","1163.94962","98.74294","14.91544","3.98804","133.35213","62.40738","12.72683","5.28698","43.48511","17.87453","14.24185","14.32613","38.79269","394.43525","42.64605","2.58731","1162.86295","15.17","9.49963","0.69485","172.39664","13.93657","11.01589","3.05747","275.02303","10.47999","574.18417","19.44427","1024.11801","556.98604","29.60614","22.87394","252.30485","756.57775","0","0","0","0"
"2023020612","60.29901","30.83269","1122.60132","953.81895","25.47736","7.41651","494.25543","274.25563","0.31821","0.47176","1.4556","0.65571","5.49404","11.73994","9.55719","451.91481","20.67704","1.64208","557.61929","27.93181","9.87475","0.64347","180.86152","1.41648","27.88466","4.1093","1235.53384","14.21264","66.38522","15.1161","552.23762","295.02582","28.61246","13.38392","315.49286","287.3888","0","0","0","0"
"2023020613","5.71807","1.18587","118.54265","17.80821","16.40963","3.31975","149.21089","54.4978","10.04828","4.48281","335.49956","29.20125","5.4095","15.05811","21.32993","391.57192","5.54746","2.53308","55.00928","31.50877","9.60394","15.22351","73.81876","426.37961","22.29407","5.0953","599.86665","4.54383","65.87449","19.02587","401.89535","885.81491","62.84356","12.48756","1615.38998","220.04658","0","0","0","0"
"2023020614","41.88837","15.10509","333.19573","261.6417","23.45496","12.68978","262.41381","135.01955","15.193","4.20008","109.06206","46.76235","30.86797","5.02825","104.98363","66.54534","94.74176","6.96565","195.21112","52.40648","13.29105","33.01176","187.48969","850.57435","25.13556","2.69229","257.86981","31.28791","48.56361","17.96635","509.50933","467.66662","97.1083","51.17316","1242.46206","733.59673","0","0.0011","0","0.00017"
"2023020615","121.84923","55.68053","2211.32605","1102.69314","96.42096","25.34026","1923.92381","347.86781","143.68701","58.46095","2064.7964","377.95896","16.18683","21.38267","211.09975","547.93177","88.08855","44.50031","2966.69559","392.93084","53.17284","42.77253","1259.58073","666.1306","267.51622","17.61231","1736.44335","241.77511","60.43913","23.55329","718.4084","298.4177","283.22804","119.79415","3159.87923","1714.91638","0","0.45165","0","3.65338"
"2023020616","210.84902","42.40399","2096.52155","713.3172","462.14409","188.57092","8418.61702","4599.67671","485.9461","130.65271","4222.6351","2258.29293","114.4656","45.8743","1437.77139","1016.19415","180.07596","64.2813","2452.93425","480.90266","187.60087","52.22466","2232.01603","641.80382","504.55454","49.91224","4095.54079","624.12624","433.28419","95.12937","1809.85394","1304.67825","557.90618","147.55378","6057.63865","2850.07635","0.8605","5.7436","3.33106","47.00135"
"2023020617","433.33764","47.71774","3979.04527","399.21843","2637.55798","123.4353","15388.59876","1519.36808","463.3375","221.39825","3425.27728","2033.84401","713.18534","91.02715","5213.48808","2318.30398","669.18126","94.23085","4359.63348","2171.6087","989.5199","106.10004","8148.21691","2317.65649","543.22472","70.77069","3611.3364","696.26317","645.27689","101.79599","3812.22968","831.37762","937.52669","443.98407","10067.95457","3426.34765","7.48406","8.48825","26.4204","166.42249"
"2023020618","232.37663","24.7936","3443.6479","408.66272","2256.60402","246.90707","16191.25446","1226.87459","943.07318","312.09739","4053.11078","1923.09241","482.84715","137.51648","5880.35528","1580.59038","675.71908","98.41741","4296.9716","1865.71643","333.31978","207.21843","3381.4459","1354.85341","579.56512","55.72355","4915.01862","720.43671","669.6965","315.32278","5601.05335","1242.06428","929.04075","454.49954","10858.0292","3525.3276","20.09853","38.74384","40.35562","201.43652"
"2023020619","635.39313","185.44051","4512.92406","1103.14495","2654.58343","259.72776","13851.2682","1732.52216","1297.82281","718.10397","3289.06842","2532.19713","535.73442","151.22811","4363.23865","1212.25026","506.42136","164.39624","6724.15905","2263.5245","265.45729","163.68431","2712.09677","537.76186","589.34884","75.00321","4395.03925","610.05294","1186.52161","171.42256","6647.35794","1646.00166","1185.09811","522.23564","8850.85616","4793.43738","2.68535","6.60132","17.88898","100.90059"
"2023020620","733.69436","316.92359","5957.52566","2756.81321","1433.1571","194.38915","13761.39815","1908.44575","412.53658","437.27494","5566.28739","2316.83887","471.12274","213.63489","4887.08291","1208.08943","1093.24897","235.86634","4933.7314","4669.01216","494.54804","205.38489","5967.2953","633.88726","367.91499","92.80126","4622.39675","1136.05821","661.36654","416.3487","7796.94619","2452.30263","1326.2667","631.73019","12688.65078","3188.04506","85.95848","16.5675","619.53418","3410.42423"
"2023020621","225.63584","86.68908","3236.66966","1468.06106","950.87617","119.12004","10240.81185","1601.32526","650.64107","192.59012","4590.53897","1599.46146","779.27077","162.69322","3530.6957","985.33123","1072.62609","187.03144","5154.55271","3136.14742","574.83502","65.70315","7508.8719","909.21664","491.94823","68.97596","4679.24628","1504.77977","579.04675","440.20258","6851.3605","1714.67772","920.03342","282.39042","10470.50821","5298.611","5.77871","10.07443","59.94674","356.8693"
"2023020622","410.50261","90.92529","3598.98911","1202.77738","1827.32933","159.32901","11919.93436","2112.62312","413.66217","182.23283","3156.45626","4188.33636","421.79431","106.46184","3642.36322","1007.97683","1004.99297","276.91705","6182.02956","1925.53724","746.851","63.84143","7153.36251","503.94277","709.74095","114.47151","6274.64787","1812.82174","393.17368","483.71345","4214.70018","1680.7621","1050.91735","228.65779","10619.19344","2474.93347","65.47882","3.80289","153.2565","35.00126"
"2023020623","360.04532","166.63085","3691.91389","1656.85151","2099.263","132.11936","10532.42802","1390.39943","587.76862","192.88683","4821.37406","1681.45796","1226.74056","173.93812","5339.63991","2493.38124","1198.59558","178.58603","6234.70738","3157.89877","1133.39632","52.29832","7828.78314","588.84855","1020.52287","124.57434","5584.67652","1982.65791","914.41264","218.92091","8648.55884","1628.7583","2069.06383","452.20128","11393.61539","2940.53667","12.96206","4.59712","23.81113","15.98882"
"2023020700","393.43183","117.68355","3632.59721","1099.77598","1824.06059","143.49885","14396.55661","2537.91515","553.83221","126.43324","5395.30706","1317.17863","503.16129","215.12791","4317.23329","2308.71512","624.40742","188.74723","6261.51026","3088.38371","1529.90937","42.9606","7964.15329","298.05088","588.89701","66.93585","6437.50537","1027.24016","988.34069","191.48341","6859.12355","1261.97265","1175.45556","359.18738","11536.05426","3095.87263","7.26379","8.90517","10.6931","62.02129"
"2023020701","386.93668","173.43311","4084.56246","1232.51123","1828.81933","97.33845","10465.28717","1409.92018","584.69792","170.28657","4137.83565","1548.5603","442.52084","462.81176","3808.02825","1459.25683","834.16479","130.72181","6462.08914","1512.85193","858.83988","84.79241","6915.9794","624.28695","1134.46672","83.80165","5613.21758","1016.41925","540.38666","454.33622","6124.35312","2313.19074","1468.21218","558.22383","9099.67249","2378.65638","4.52334","39.66787","14.22118","127.79919"
"2023020702","522.03915","273.27199","6058.23036","734.4844","696.05607","96.93925","6700.80031","1049.60811","249.17484","115.15736","3356.7757","1440.38971","262.01552","537.26734","3499.20601","1388.0728","283.20312","147.69132","2619.29007","1740.0273","424.99031","193.94984","3871.74068","861.34395","640.74765","202.90069","6655.44546","961.21306","550.58832","1096.98568","5171.42731","2248.72084","1865.12903","624.52215","10735.51429","3189.82157","7.76387","4.20536","50.79583","9.801"
"2023020703","607.64236","235.02687","6403.44158","2069.48582","936.98595","344.78848","6708.29034","2127.9536","286.1776","274.20977","2626.82722","1837.59216","120.96263","374.54509","1411.97749","2178.4605","303.48563","196.45334","2270.97161","1937.87382","299.27522","48.49611","2158.34873","299.738","324.67025","427.78876","4067.64036","996.47292","496.24225","163.05341","6745.31104","1119.10004","869.12945","323.73183","6779.2866","3498.0085","0.68042","9.89372","0.44275","45.63075"
"2023020704","903.25476","89.71574","4823.43514","1793.6749","950.74264","100.05261","5789.52312","811.9399","231.71825","545.13296","1929.34785","997.59715","122.54599","411.6827","2024.24176","1494.57193","580.05889","261.42642","3773.15057","1260.61893","425.69827","162.91795","2147.44281","267.28757","470.45072","45.17046","2826.68133","313.58683","664.09857","218.53209","4842.79295","1140.18013","1764.99327","155.66705","10199.75717","2829.54276","0","0.01058","0","0.03396"
"2023020705","466.83465","196.04229","3486.99869","3171.09993","568.48511","736.1914","3196.80535","916.92411","268.08257","96.97785","2798.63655","917.90113","307.14739","349.21732","2625.85807","861.97446","536.60477","318.05756","3676.98735","805.50643","425.80404","24.89678","2012.99283","249.34113","709.15813","25.5099","3249.92965","230.68714","426.51923","571.74442","4151.67445","1968.01255","1762.66096","324.75016","10813.1738","2769.11128","0.09218","0","0.15804","0"
"2023020706","614.07124","103.23855","5415.58688","3312.44745","219.562","65.70576","1588.68531","1145.79332","248.23853","99.11055","1232.98845","433.92205","389.63007","288.34071","3151.54876","1256.68474","177.73974","45.13402","2182.02499","592.37881","305.35412","44.83258","3603.72425","454.89497","240.89176","14.94416","5239.58518","427.70141","1282.31301","354.79581","5859.94482","2061.34046","671.71651","661.07936","11480.34453","4195.30637","0","0","0","0"
"2023020707","375.34391","74.17086","4306.51072","687.78449","315.51054","49.50132","1008.18342","3071.8223","349.25373","72.07226","1524.74151","267.95283","150.15918","56.07368","3829.93083","1018.13774","69.78487","767.61819","1394.08583","1706.40001","294.02533","6.23627","3447.80658","153.05948","447.78017","31.62904","1692.97903","866.86466","885.83472","317.65537","2218.26058","2076.61344","934.98552","665.70053","10713.48332","3300.84788","0","0","0","0"
"2023020708","127.48567","21.00234","1899.60427","503.06739","90.11589","38.88283","878.01614","1971.2452","181.15853","52.08001","1783.85249","701.38655","63.93284","25.01364","1470.71336","711.52907","451.47265","70.21989","2246.47547","676.57354","109.97206","11.90777","1726.11114","26.22229","225.45327","7.90233","1784.86987","151.46866","180.80368","36.49888","2104.27004","956.32294","1284.49591","172.79095","9098.24572","2296.22506","0","0","0","0"
"2023020709","59.81725","18.63757","858.67971","1028.91296","56.74079","35.27799","766.96684","1265.50742","54.38988","11.06623","758.19238","279.50885","50.54711","7.2062","1667.48737","222.76021","97.52461","23.47912","1373.50843","316.11722","200.0603","11.99501","1669.14121","100.61875","31.06815","5.57983","747.70883","238.85341","164.92819","65.34486","2454.22885","2494.41086","428.8332","97.10426","3777.95117","467.52719","0","0","0","0"
"2023020710","15.56867","19.70837","371.76709","1289.79535","26.32097","12.23341","278.3482","320.50045","112.72167","12.98429","551.5403","459.83817","3.17096","4.13924","45.1372","59.8836","103.02094","83.46418","829.18889","427.50662","23.18558","2.32375","648.24949","91.52275","26.38132","2.12244","392.65335","2.4523","71.73325","41.68344","1486.95098","2115.43827","186.68343","55.16954","2954.49831","612.72443","0","0","0","0"
"2023020711","20.50272","26.4906","103.35395","1305.01006","32.88352","11.13358","123.8665","262.59238","72.48653","1.07223","130.20621","15.82901","1.0332","15.98056","1.18981","98.76939","27.0349","96.45024","193.26665","396.83215","0.08612","0.03104","0.15599","0.02734","2.02286","0.18154","45.53864","12.66022","115.30667","29.31025","413.37018","923.9733","316.45047","24.93236","2287.18578","619.72448","0","0","0","0"
"2023020712","8.43468","34.97348","57.14484","1490.94601","24.96935","5.19956","79.59339","137.99749","0.0898","0.0127","0.10507","0.01019","0","0","0","0","5.03302","96.89139","26.88918","293.44641","10.25112","2.55623","44.8212","4.35671","16.1811","3.08758","312.61424","27.86751","73.40405","23.96576","407.7303","1051.94954","82.49374","27.51942","1123.70536","847.52081","0","0","0","0"
"2023020713","1.12903","3.18641","33.91462","129.698","1.69413","3.88206","2.05899","46.58692","13.57155","10.24715","154.55666","306.31741","10.4172","3.15578","157.21348","39.50263","7.4688","22.80521","71.79142","257.58334","28.93261","1.55306","96.85653","11.98257","13.614","1.34973","361.48433","7.52991","38.75378","19.25816","594.74922","217.56503","35.58999","29.18813","724.4031","346.39201","0","0","0","0"
